2Theta,I
68.61044407,0.76251
68.6306275,1.10016
68.65081093,1.55719
68.67099437,2.0772
68.6911778,2.70993
68.71136123,3.2827
68.73154467,3.57723
68.7517281,3.54603
68.77191153,3.13241
68.79209497,2.51011
68.8122784,1.83834
68.83246183,1.1966
68.85264527,0.72117
