2Theta,I
62.49486375,0.94182
62.51504718,1.20559
62.53523062,1.61065
62.55541405,2.26779
62.57559748,3.29001
62.59578092,4.7376
62.61596435,6.26953
62.63614779,7.75319
62.65633122,8.81826
62.67651465,9.02568
62.69669809,8.09626
62.71688152,6.48076
62.73706495,4.56087
62.75724839,2.68267
62.77743182,1.56115
62.79761525,0.94884
