2Theta,I
38.41602773,0.76316
38.43621116,1.00256
38.4563946,1.39873
38.47657803,1.99327
38.49676146,2.99756
38.5169449,4.21055
38.53712833,5.30269
38.55731176,5.92048
38.5774952,5.74608
38.59767863,4.67312
38.61786206,3.16867
38.6380455,1.79552
38.65822893,0.86331
