9.99775353	180
10.01793696	135
10.0381204	180
10.05830383	161
10.07848726	175
10.0986707	143
10.11885413	146
10.13903756	150
10.159221	163
10.17940443	149
10.19958786	180
10.2197713	159
10.23995473	159
10.26013816	175
10.2803216	190
10.30050503	162
10.32068846	167
10.3408719	178
10.36105533	200
10.38123876	201
10.4014222	190
10.42160563	155
10.44178906	154
10.4619725	160
10.48215593	186
10.50233936	171
10.5225228	177
10.54270623	201
10.56288966	139
10.5830731	178
10.60325653	144
10.62343996	194
10.6436234	165
10.66380683	175
10.68399026	203
10.7041737	172
10.72435713	167
10.74454057	167
10.764724	148
10.78490743	156
10.80509087	179
10.8252743	146
10.84545773	162
10.86564117	165
10.8858246	156
10.90600803	149
10.92619147	201
10.9463749	190
10.96655833	155
10.98674177	202
11.0069252	172
11.02710863	177
11.04729207	120
11.0674755	155
11.08765893	162
11.10784237	161
11.1280258	178
11.14820923	145
11.16839267	158
11.1885761	188
11.20875953	173
11.22894297	169
11.2491264	160
11.26930983	182
11.28949327	150
11.3096767	174
11.32986013	190
11.35004357	169
11.370227	140
11.39041043	147
11.41059387	189
11.4307773	173
11.45096073	154
11.47114417	178
11.4913276	156
11.51151103	168
11.53169447	136
11.5518779	150
11.57206133	185
11.59224477	153
11.6124282	131
11.63261163	171
11.65279507	150
11.6729785	171
11.69316193	165
11.71334537	143
11.7335288	182
11.75371223	158
11.77389567	145
11.7940791	154
11.81426253	137
11.83444597	147
11.8546294	132
11.87481283	151
11.89499627	127
11.9151797	152
11.93536313	153
11.95554657	138
11.97573	129
11.99591343	156
12.01609687	151
12.0362803	144
12.05646373	164
12.07664717	137
12.0968306	160
12.11701403	150
12.13719747	156
12.1573809	158
12.17756434	147
12.19774777	140
12.2179312	172
12.23811464	139
12.25829807	160
12.2784815	142
12.29866494	151
12.31884837	154
12.3390318	134
12.35921524	136
12.37939867	152
12.3995821	114
12.41976554	146
12.43994897	146
12.4601324	146
12.48031584	157
12.50049927	145
12.5206827	150
12.54086614	135
12.56104957	128
12.581233	142
12.60141644	145
12.62159987	141
12.6417833	147
12.66196674	149
