2Theta,I
82.55719653,0.92192
82.57737996,1.22068
82.5975634,1.57537
82.61774683,1.95762
82.63793026,2.18483
82.6581137,2.26928
82.67829713,2.06863
82.69848056,1.77968
82.718664,1.37186
82.73884743,1.03678
82.75903086,0.74366
