2Theta,I
54.86552593,0.97133
54.88570937,1.25861
54.9058928,1.71047
54.92607623,2.42433
54.94625967,3.52101
54.9664431,5.22796
54.98662653,7.53373
55.00680997,10.07915
55.0269934,12.37835
55.04717683,13.53833
55.06736027,12.86514
55.0875437,10.73099
55.10772713,7.78438
55.12791057,4.9591
55.148094,2.9584
55.16827743,1.83573
55.18846087,1.17377
55.2086443,0.911
