2Theta,I
53.67470336,0.93822
53.6948868,1.16547
53.71507023,1.5191
53.73525366,2.16596
53.7554371,3.01895
53.77562053,4.30057
53.79580396,6.23015
53.8159874,8.5752
53.83617083,11.13229
53.85635426,13.20872
53.8765377,13.73961
53.89672113,12.49774
53.91690456,9.91907
53.937088,6.65034
53.95727143,4.06408
53.97745487,2.34986
53.9976383,1.4988
54.01782173,1.15947
54.03800517,1.0425
54.0581886,1.01639
54.07837203,1.17208
54.09855547,1.03952
54.1187389,0.88798
