2Theta,I
70.144385,0.83925
70.16456844,1.20295
70.18475187,1.78196
70.2049353,2.40456
70.22511874,3.04622
70.24530217,3.57029
70.2654856,3.84058
70.28566904,3.74696
70.30585247,3.31253
70.3260359,2.57021
70.34621934,1.81037
70.36640277,1.1754
70.3865862,0.692
